City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
482,Tevaitoa,PF,78.82,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
483,Crixas,BR,73.18,overcast clouds,-14.5489,-49.9692,RISO HOTEL
484,Fort Wellington,GY,77.94,overcast clouds,6.4,-57.6,TE'AMO Entertainment Park
485,Kudahuvadhoo,MV,83.03,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
486,Lerwick,GB,42.8,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
487,Dorado,PR,80.49,few clouds,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
488,Mendeleyevsk,RU,33.04,snow,55.9082,52.2905,Gostinyy Dvor
489,Constitucion,CL,54.72,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
490,Lakes Entrance,AU,58.57,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
493,Chegdomyn,RU,23.02,broken clouds,51.1167,133.0167,Gostinitsa Bureya
494,Yueyang,CN,52.27,overcast clouds,29.3333,113.0919,Delong Fortune Hotel
495,Archidona,ES,48.76,clear sky,37.0965,-4.3887,Hotel Escua
496,Mayo,US,51.57,clear sky,38.8876,-76.5119,Resorts Resource Group International
497,Ancud,CL,54.43,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
498,Hesla,IN,73.18,broken clouds,24.0667,85.8833,Khurshid Dhaba
500,Changzhou,CN,49.96,clear sky,31.7833,119.9667,Gongyuan Hotel
501,Leh,IN,21.38,clear sky,34.1667,77.5833,Hotel Ladakh Greens
502,Khlung,TH,86.38,broken clouds,12.4547,102.2214,Bai Phai Resort
503,Collecchio,IT,43.2,broken clouds,44.754,10.2184,Hotel Campus Collecchio
504,Mandalgovi,MN,24.82,clear sky,45.7625,106.2708,В.Ганбат
505,Yar-Sale,RU,16.97,overcast clouds,66.8333,70.8333,Yalemd
506,Lugovoy,KZ,34.92,broken clouds,42.9472,72.7644,Ж.Д Вокзал Луговая
507,Upata,VE,73.18,overcast clouds,8.0086,-62.3989,Posada Villa Nela
508,Chaman,PK,62.64,clear sky,30.9236,66.4512,Niamat parda Center chaman
510,Ruzhyn,UA,40.42,overcast clouds,49.7228,29.2046,Alex
511,Vicuna,CL,47.93,clear sky,-30.0319,-70.7081,Los Mosaicos
512,Natal,BR,81.25,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
513,Molde,NO,37.33,overcast clouds,62.7375,7.1591,Thon Hotel Moldefjord
515,Royal Palm Beach,US,65.01,scattered clouds,26.7084,-80.2306,The Royal Inn Hotel
516,The Pas,CA,30.22,overcast clouds,53.8251,-101.2541,Wescana Inn
517,Smithers,CA,26.92,broken clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
518,Dimbokro,CI,72.23,broken clouds,6.6451,-4.7048,complexe hôtelier le jardin d'Eden
519,Chippewa Falls,US,53.69,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
520,Sherghati,IN,65.82,few clouds,24.5667,84.7833,Birju_sang_kunti_bhaban
521,Mulchen,CL,53.33,scattered clouds,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
522,Turukhansk,RU,32.56,snow,65.8167,87.9833,"ООО ""Туруханская пушнина"""
523,Izhevsk,RU,33.13,light snow,56.85,53.2333,Park Inn by Radisson Izhevsk
524,Dagana,MR,80.58,broken clouds,16.5165,-15.5068,Quartier Dille koumba fatim thiam
525,Fort Nelson,CA,24.39,light shower snow,58.8053,-122.7002,The Fort Nelson Hotel
526,Vrutky,SK,44.78,overcast clouds,49.1133,18.9171,Hotel Victoria
527,Elk City,US,61.29,clear sky,35.412,-99.4043,Hampton Inn & Suites Elk City
528,Vrangel,RU,47.93,moderate rain,42.7297,133.0839,"Отель ""БАЛИ"""
529,Mayumba,GA,76.5,moderate rain,-3.432,10.6554,LIKWALE LODGE
530,Sao Joao Da Barra,BR,70.54,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
531,Lubango,AO,63.68,overcast clouds,-14.9172,13.4925,Hotel Serra da Chela
532,Ayorou,NE,80.62,broken clouds,14.7308,0.9174,Hotel Amenokal
533,Banda Aceh,ID,82.51,light rain,5.5577,95.3222,Sulthan Hotel International
535,Vila Do Maio,CV,75.99,overcast clouds,15.1333,-23.2167,Hotel Marilu
536,Wasilla,US,30.78,overcast clouds,61.5814,-149.4394,Alaska's Select Inn Wasilla
537,Atocha,BO,48.87,overcast clouds,-20.9333,-66.2333,ALOJAMIENTO RESTAURANT BARQUITO
538,Gizo,SB,84.4,light rain,-8.103,156.8419,Imagination Island
539,Adiake,CI,80.19,scattered clouds,5.2863,-3.304,Monhotel résidence Inn Adiake
540,Belmonte,BR,75.7,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
541,Anito,PH,83.39,overcast clouds,12.4497,125.2886,FELIPA LAODENIO PROPERTY
542,Kulgam,IN,48.87,clear sky,33.65,75.0167,Khana Khazana Restaurant
543,Odweyne,SO,67.21,few clouds,9.4092,45.064,Eng Hiirey House
544,Kusa,RU,33.08,overcast clouds,55.3383,59.4406,Private Guest House
545,Yei,SS,65.41,scattered clouds,4.095,30.6779,City Link Hotel
549,Isangel,VU,80.71,broken clouds,-19.55,169.2667,Tanna Lodge
550,Tabas,IR,55.0,overcast clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
551,Denpasar,ID,87.46,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
552,Pedernales,DO,78.98,overcast clouds,18.0384,-71.744,Hotel Costa Marina
553,Hervey Bay,AU,81.03,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
554,Ginir,ET,58.71,clear sky,7.1333,40.7,Sura Dare Village
556,Rockland,US,50.43,overcast clouds,41.1668,-74.0496,National Camp Association
557,Santa Catalina,PH,87.37,broken clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
558,Rosario,AR,67.95,clear sky,-32.9468,-60.6393,"Holiday Inn Rosario, an IHG Hotel"
559,Beaverlodge,CA,24.15,scattered clouds,55.2166,-119.4361,Side Trax Inn
560,Petatlan,MX,74.82,broken clouds,17.5167,-101.2667,Hotel California Petatlán
561,Los Chiles,CR,72.16,overcast clouds,11.0333,-84.7167,Cabinas y Apartamentos Felicia
562,Key West,US,73.4,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
565,Puerto Cabezas,NI,74.21,overcast clouds,14.0351,-83.3888,Cabaña Caribe
566,Prince Rupert,CA,42.49,overcast clouds,54.3161,-130.3201,Crest Hotel
567,Colares,PT,54.9,scattered clouds,38.7992,-9.4469,Arribas Sintra Hotel
568,Oranjestad,AW,82.35,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
569,Sawang Daen Din,TH,87.19,scattered clouds,17.4753,103.4575,บ้านเจเน็ต คอมพิวเตอร์
571,Fairmont,US,44.26,clear sky,39.4851,-80.1426,Clarion Inn
572,Matara,LK,76.84,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
573,Chabahar,IR,76.53,clear sky,25.2919,60.643,هتل گدروشیا
574,Pathein,MM,84.22,clear sky,16.7833,94.7333,New Pammawaddy Hotel
575,Sacramento,US,54.28,clear sky,38.4666,-121.3177,Woodside Homes
577,Chimore,BO,73.33,overcast clouds,-16.9833,-65.1333,Bichito
578,Maragogi,BR,76.55,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
579,Hershey,US,47.35,clear sky,40.2859,-76.6503,Days Inn by Wyndham Hershey
580,Aliwal North,ZA,61.88,light rain,-30.6937,26.7114,Queens Terrace B&B
583,Mitsamiouli,KM,77.29,few clouds,-11.3847,43.2844,Foyer ADM
584,Sur,OM,78.85,clear sky,22.5667,59.5289,Sur Plaza Hotel
586,Takoradi,GH,77.95,broken clouds,4.8845,-1.7554,Raybow International Hotel
587,Fukue,JP,61.16,light intensity shower rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
588,Stornoway,GB,48.92,overcast clouds,58.2093,-6.3865,Caladh Inn
589,Northam,GB,50.4,broken clouds,51.0333,-4.2167,Durrant House Hotel
590,Lovozero,RU,18.37,broken clouds,68.005,35.0117,Country house Lovozero
591,General Roca,AR,72.0,overcast clouds,-39.0333,-67.5833,Hotel y Casino del Río General Roca
592,Arrecife,ES,68.07,clear sky,28.963,-13.5477,Hotel Lancelot
593,Pontianak,ID,84.18,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
594,Koroni,GR,65.07,overcast clouds,36.8,21.95,Apartments Xenios Zeus 1
595,Kutum,SD,66.34,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
596,Leningradskiy,RU,10.62,broken clouds,69.3833,178.4167,Gostinitsa
598,Kadoma,JP,73.35,light rain,34.7333,135.5833,Hotel Agora Osaka Moriguchi
599,Laranjeiras Do Sul,BR,61.27,clear sky,-25.4078,-52.4161,Hotel Palmeiras
600,Bereznik,RU,27.46,overcast clouds,62.8551,42.7072,coastal Hotel
601,Vesyegonsk,RU,39.16,overcast clouds,58.664,37.2604,Gostinitsa DELI
602,Yurga,RU,28.24,overcast clouds,55.7231,84.8861,Gostinitsa 12 Futov
603,Faya,SA,48.72,clear sky,18.3851,42.4509,املاك خالد الشعشوع
604,Rosarito,MX,60.4,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
606,El Tigre,VE,74.82,overcast clouds,8.8875,-64.2454,Hotel Santa Cruz
607,Pechora,RU,25.57,overcast clouds,65.1472,57.2244,"Гоставя компания ""ВИЗИТ"""
608,Rio Gallegos,AR,42.85,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
609,Mudgal,IN,76.21,broken clouds,16.0167,76.4333,PRINCE TYERS
610,Praia,CV,75.74,scattered clouds,14.9215,-23.5087,LT Aparthotel
612,Mae Ramat,TH,75.52,overcast clouds,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
613,Areni,AM,37.76,clear sky,39.7191,45.1799,Park-Hotel Khoren's Lake
614,Xinxiang,CN,47.71,clear sky,35.3089,113.8672,Guoyu Holiday Inn
615,Narasannapeta,IN,76.59,overcast clouds,18.4167,84.05,G.lingaraju home
616,Belomorsk,RU,24.58,few clouds,64.5232,34.7668,Khostel Belomorsk
617,Port Blair,IN,83.61,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
618,Tinskoy,RU,37.98,overcast clouds,56.1525,96.9161,"Kemping ""Turist"""
619,Mangaluru,IN,77.86,mist,12.8667,74.8833,Goldfinch Hotel Mangaluru
620,Soyo,AO,77.27,overcast clouds,-6.1349,12.3689,Hotel Mpampa
621,Anzio,IT,63.45,scattered clouds,41.4853,12.6179,Beauty Hotel & SPA
622,Lukang,TW,85.44,broken clouds,24.0567,120.4352,二鹿行館 Lu Kang Bed and Breakbast
623,Azle,US,62.33,clear sky,32.8951,-97.5459,The Orchard Event Venue & Retreat - Wedding Venue
624,De-Kastri,RU,30.47,broken clouds,51.4667,140.7833,Somon Hotel
625,Revda,RU,34.61,overcast clouds,56.801,59.9303,Metallurg
626,Vanderhoof,CA,27.54,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
627,Atasu,KZ,33.46,clear sky,48.6814,71.6433,Dostyk
628,Merrill,US,55.17,clear sky,45.1805,-89.6835,Prairie Motel
629,Hambantota,LK,80.94,few clouds,6.1241,81.1185,Bungalow 63
630,Sandwich,US,56.64,clear sky,41.6459,-88.6217,The Montcler Hotel
631,Nantucket,US,53.71,overcast clouds,41.2835,-70.0995,Jared Coffin House
632,Thunder Bay,CA,47.98,broken clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
633,West Wendover,US,43.81,overcast clouds,40.7391,-114.0733,"Motel 6 Wendover, UT"
634,Roald,NO,37.54,overcast clouds,62.5833,6.1333,Flem Cabins
635,Iralaya,HN,77.05,overcast clouds,15.0,-83.2333,Iglesia morava renovada
636,Isla Vista,US,61.68,haze,34.4133,-119.861,Best Western Plus South Coast Inn
637,Karratha,AU,81.7,few clouds,-20.7377,116.8463,ibis Styles Karratha
638,Alcains,PT,47.84,broken clouds,39.9164,-7.4566,Casa do Balcão
639,Sao Lourenco Do Oeste,BR,60.1,clear sky,-26.3592,-52.8511,Poente Hotel
640,Nadvoitsy,RU,27.36,broken clouds,63.8667,34.3167,Sever Nadvoitsy
641,Erkelenz,DE,46.51,broken clouds,51.0833,6.3167,Hotel Lindenhof
642,Young,UY,55.27,scattered clouds,-32.6833,-57.6333,Posada Gira el Sol
644,Santa Cruz De La Palma,ES,66.34,scattered clouds,28.6835,-17.7642,H10 Taburiente Playa
645,Tarut,SA,75.18,clear sky,26.5733,50.0369,سطحة لسحب ونقل السيارات
646,Puerto Leguizamo,CO,71.02,overcast clouds,-0.1934,-74.7819,la casona de juancho
647,Necochea,AR,53.04,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
648,Bayan,CN,29.46,snow,46.0833,127.4,Wanhao Inn
649,Kedgwick,CA,33.35,scattered clouds,47.6446,-67.3434,A la Belle Etoile
650,Sevsk,RU,42.46,overcast clouds,52.1491,34.4926,Skarabey
651,Kostomuksha,RU,22.6,clear sky,64.571,30.5767,U Mikhailicha
652,Naze,JP,74.32,overcast clouds,28.3667,129.4833,オーベルジュ・アガルイ
653,Nichinan,JP,72.55,overcast clouds,31.6,131.3667,Guest House Aki
654,Greystones,IE,49.8,light rain,53.1408,-6.0631,Glenview Hotel and Leisure Club
655,Lipari,IT,68.92,overcast clouds,38.4674,14.954,Hotel Villa Diana Soc. Clelia Hunziker s.a.s.
656,Mao,ES,55.96,broken clouds,39.8885,4.2658,ARTIEM Capri
657,Broome,US,44.58,clear sky,42.2506,-75.833,Chenango Valley State Park
658,Caceres,ES,44.28,clear sky,39.522,-6.3748,Ahc Hoteles
659,Cap-Aux-Meules,CA,46.45,clear sky,47.3821,-61.8597,Auberge Madeli
660,Kiama,AU,71.38,light rain,-34.6833,150.8667,The Sebel Kiama Harbourside
661,Wanning,CN,72.07,broken clouds,18.8003,110.3967,Paradise Hotel
662,Zapadnaya Dvina,RU,41.58,light rain,56.259,32.0745,Besedka
663,Pinerovka,RU,39.56,overcast clouds,51.562,43.0689,Гостиница на вокзале Балашов
664,Sorgun,TR,47.3,overcast clouds,39.8101,35.186,SORGUN BIG THERMAL TURIZM HOTEL COMPANY A.Ş.
665,Kahama,TZ,66.67,overcast clouds,-3.8333,32.6,Kahama Gold Hotel
666,Anchorage,US,30.65,overcast clouds,61.2181,-149.9003,Hotel Captain Cook
667,Craig,US,51.53,broken clouds,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
668,Porto Nacional,BR,77.0,overcast clouds,-10.7081,-48.4172,Vila Real Hotel
669,Nordhausen,DE,46.06,overcast clouds,51.5167,10.8,Hotel Nordhausen
670,Namatanai,PG,86.29,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
671,Junin,AR,57.97,clear sky,-34.5838,-60.9433,Hotel Central
672,Trairi,BR,78.51,scattered clouds,-3.2778,-39.2689,janelas do mar
674,Sorland,NO,41.2,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
675,Ciudad Bolivar,VE,76.59,overcast clouds,8.1222,-63.5497,Hotel Edi
676,Tuni,IN,78.76,broken clouds,17.35,82.55,Sai Krishna Lodge
677,Tevriz,RU,31.89,light snow,57.509,72.4042,Postoyalyy Dvor
678,Kajaani,FI,23.05,clear sky,64.2273,27.7285,Original Sokos Hotel Valjus
679,Kuopio,FI,31.95,overcast clouds,62.8924,27.677,Hotel Jahtihovi
680,Khalkhal,IR,34.57,clear sky,37.6189,48.5258,Khalkhal Tourist Hotel
681,Baghdad,IQ,65.17,clear sky,33.3406,44.4009,Baghdad Hotel
682,Hede,CN,42.84,clear sky,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
683,Saint-Pierre,RE,80.56,clear sky,-21.3393,55.4781,Lindsey Hôtel
684,Menongue,AO,62.83,overcast clouds,-14.6585,17.691,Ritz Lauca
685,Sohbatpur,PK,81.82,clear sky,28.5202,68.5434,Allu Hotel
686,Los Andes,CL,64.58,clear sky,-32.8337,-70.5983,Hotel Los Andes
687,Ixtapa,MX,73.36,scattered clouds,20.7,-105.2,Hotel Plaza Providencia
688,Tahta,EG,62.71,clear sky,26.7693,31.5021,مصطفي عساف
689,Svencioneliai,LT,41.18,overcast clouds,55.1667,26.0,Kambarys Svencioneliai Room for rent
690,Sistranda,NO,34.9,overcast clouds,63.7256,8.834,Hotell Frøya
691,Kieta,PG,85.95,few clouds,-6.2167,155.6333,Uruna Bay Retreat
692,Anahuac,MX,65.71,few clouds,27.2333,-100.15,HOTEL SAN FELIPE
693,Ponto Novo,BR,72.79,moderate rain,-10.8628,-40.1336,Pousada Mucambo
694,Bilma,NE,72.1,scattered clouds,18.6853,12.9164,Expeditions Ténére voyages
695,Abakaliki,NG,75.09,overcast clouds,6.3163,8.1169,Grande Vitesse Apartments and Hotels
696,Nagua,DO,73.78,scattered clouds,19.3832,-69.8474,Hotel Cambri
697,Lucea,JM,76.86,scattered clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
698,Svetlogorsk,BY,43.5,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
701,Hilton Head Island,US,55.98,drizzle,32.2163,-80.7526,Disney’s Hilton Head Island Resort
702,Nauta,PE,72.41,overcast clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
703,Olafsvik,IS,37.15,moderate rain,64.8945,-23.7142,Hotel Olafsvik
704,Killybegs,IE,54.45,overcast clouds,54.6333,-8.45,Tara Hotel
705,Belyy Yar,RU,40.89,clear sky,53.6039,91.3903,Pasportnyy Stol
706,Carballo,ES,53.76,overcast clouds,43.213,-8.691,Pazo do Souto
707,Atlantic City,US,48.02,overcast clouds,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
708,Ambulu,ID,87.4,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
709,Abrau-Dyurso,RU,51.26,overcast clouds,44.69,37.59,Avgustin Inn
710,Yangjiang,CN,70.14,scattered clouds,21.85,111.9667,HUALUXE Yangjiang City Center
711,Pochutla,MX,77.83,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
712,Sinnamary,GF,78.69,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
713,Mecca,SA,77.63,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
714,Anadyr,RU,12.7,fog,64.75,177.4833,Отке17 — посуточная аренда жилья для командированных
715,Payo,ID,76.19,overcast clouds,-3.7508,103.6372,Mess keban agung
716,Lakselv,NO,30.74,light snow,70.0513,24.9718,Lakselv Hotel
717,Bocaiuva,BR,73.11,light rain,-17.1078,-43.815,Hotel Maxim's
718,Ximei,CN,69.53,overcast clouds,24.9639,118.3794,Nan'an Hotel
