City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
478,Senno,59.5336,33.9167,31.26,98,100,5.28,RU,light snow
479,Rocha,-34.4833,-54.3333,49.33,92,0,4.29,UY,clear sky
480,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.06,99,97,2.19,BR,overcast clouds
481,Pokhara,28.2333,83.9833,65.52,62,10,2.21,NP,clear sky
482,Tevaitoa,-16.7833,-151.5,78.82,77,15,11.68,PF,light rain
483,Crixas,-14.5489,-49.9692,73.18,92,99,3.24,BR,overcast clouds
484,Fort Wellington,6.4,-57.6,77.94,85,99,8.95,GY,overcast clouds
485,Kudahuvadhoo,2.6708,72.8944,83.03,69,98,18.34,MV,overcast clouds
486,Lerwick,60.1545,-1.1494,42.8,61,100,3.04,GB,overcast clouds
487,Dorado,18.4588,-66.2677,80.49,81,12,4.36,PR,few clouds
488,Mendeleyevsk,55.9082,52.2905,33.04,89,100,8.3,RU,snow
489,Constitucion,-35.3333,-72.4167,54.72,80,4,12.44,CL,clear sky
490,Lakes Entrance,-37.8811,147.981,58.57,85,100,9.84,AU,overcast clouds
491,Baykit,61.67,96.37,30.97,89,100,10.89,RU,overcast clouds
492,Gobabis,-22.45,18.9667,73.58,26,100,7.18,NA,overcast clouds
493,Chegdomyn,51.1167,133.0167,23.02,54,60,3.27,RU,broken clouds
494,Yueyang,29.3333,113.0919,52.27,40,92,8.28,CN,overcast clouds
495,Archidona,37.0965,-4.3887,48.76,42,0,4.29,ES,clear sky
496,Mayo,38.8876,-76.5119,51.57,72,1,1.01,US,clear sky
497,Ancud,-41.8697,-73.8203,54.43,94,94,2.44,CL,overcast clouds
498,Hesla,24.0667,85.8833,73.18,48,78,4.56,IN,broken clouds
499,Lebyazhye,55.2689,66.4947,34.39,76,38,18.5,RU,scattered clouds
500,Changzhou,31.7833,119.9667,49.96,39,7,15.68,CN,clear sky
501,Leh,34.1667,77.5833,21.38,56,0,3.47,IN,clear sky
502,Khlung,12.4547,102.2214,86.38,100,64,8.03,TH,broken clouds
503,Collecchio,44.754,10.2184,43.2,82,56,5.41,IT,broken clouds
504,Mandalgovi,45.7625,106.2708,24.82,52,3,9.17,MN,clear sky
505,Yar-Sale,66.8333,70.8333,16.97,92,99,9.64,RU,overcast clouds
506,Lugovoy,42.9472,72.7644,34.92,58,55,3.04,KZ,broken clouds
507,Upata,8.0086,-62.3989,73.18,98,100,3.24,VE,overcast clouds
508,Chaman,30.9236,66.4512,62.64,29,0,1.77,PK,clear sky
509,Ust-Kuyga,70.0167,135.6,-14.69,89,69,9.93,RU,broken clouds
510,Ruzhyn,49.7228,29.2046,40.42,88,100,9.08,UA,overcast clouds
511,Vicuna,-30.0319,-70.7081,47.93,46,0,0.98,CL,clear sky
512,Natal,-5.795,-35.2094,81.25,78,40,9.22,BR,scattered clouds
513,Molde,62.7375,7.1591,37.33,86,97,5.75,NO,overcast clouds
514,Araouane,18.9048,-3.5265,75.33,25,11,10.74,ML,few clouds
515,Royal Palm Beach,26.7084,-80.2306,65.01,86,40,1.99,US,scattered clouds
516,The Pas,53.8251,-101.2541,30.22,100,90,0.0,CA,overcast clouds
517,Smithers,54.7804,-127.1743,26.92,93,75,2.3,CA,broken clouds
518,Dimbokro,6.6451,-4.7048,72.23,98,55,3.0,CI,broken clouds
519,Chippewa Falls,44.9369,-91.3929,53.69,88,1,0.0,US,clear sky
520,Sherghati,24.5667,84.7833,65.82,50,12,4.72,IN,few clouds
521,Mulchen,-37.7167,-72.2333,53.33,82,39,5.86,CL,scattered clouds
522,Turukhansk,65.8167,87.9833,32.56,98,100,18.68,RU,snow
523,Izhevsk,56.85,53.2333,33.13,94,100,1.01,RU,light snow
524,Dagana,16.5165,-15.5068,80.58,36,59,12.73,MR,broken clouds
525,Fort Nelson,58.8053,-122.7002,24.39,93,90,0.0,CA,light shower snow
526,Vrutky,49.1133,18.9171,44.78,91,100,55.99,SK,overcast clouds
527,Elk City,35.412,-99.4043,61.29,55,1,14.97,US,clear sky
528,Vrangel,42.7297,133.0839,47.93,88,100,28.72,RU,moderate rain
529,Mayumba,-3.432,10.6554,76.5,89,100,2.8,GA,moderate rain
530,Sao Joao Da Barra,-21.6403,-41.0511,70.54,77,100,5.82,BR,overcast clouds
531,Lubango,-14.9172,13.4925,63.68,61,97,1.16,AO,overcast clouds
532,Ayorou,14.7308,0.9174,80.62,15,76,5.53,NE,broken clouds
533,Banda Aceh,5.5577,95.3222,82.51,79,86,11.18,ID,light rain
534,Batagay-Alyta,67.8006,130.4114,-3.33,82,93,4.23,RU,overcast clouds
535,Vila Do Maio,15.1333,-23.2167,75.99,76,100,15.68,CV,overcast clouds
536,Wasilla,61.5814,-149.4394,30.78,92,90,0.0,US,overcast clouds
537,Atocha,-20.9333,-66.2333,48.87,13,100,3.65,BO,overcast clouds
538,Gizo,-8.103,156.8419,84.4,69,63,5.61,SB,light rain
539,Adiake,5.2863,-3.304,80.19,89,34,5.53,CI,scattered clouds
540,Belmonte,-15.8631,-38.8828,75.7,90,100,2.84,BR,overcast clouds
541,Anito,12.4497,125.2886,83.39,85,98,7.61,PH,overcast clouds
542,Kulgam,33.65,75.0167,48.87,44,0,4.18,IN,clear sky
543,Odweyne,9.4092,45.064,67.21,38,21,7.94,SO,few clouds
544,Kusa,55.3383,59.4406,33.08,86,98,10.4,RU,overcast clouds
545,Yei,4.095,30.6779,65.41,94,36,3.76,SS,scattered clouds
546,Sonkovo,57.7782,37.1571,38.8,97,100,12.93,RU,light rain
547,Panguna,-6.3164,155.4848,82.0,50,32,3.27,PG,scattered clouds
548,Madera,37.1666,-119.8343,58.51,80,88,3.47,US,overcast clouds
549,Isangel,-19.55,169.2667,80.71,69,75,9.22,VU,broken clouds
550,Tabas,33.5959,56.9244,55.0,22,98,3.8,IR,overcast clouds
551,Denpasar,-8.65,115.2167,87.46,74,40,8.05,ID,scattered clouds
552,Pedernales,18.0384,-71.744,78.98,77,85,3.91,DO,overcast clouds
553,Hervey Bay,-25.2986,152.8535,81.03,85,92,17.63,AU,overcast clouds
554,Ginir,7.1333,40.7,58.71,76,9,3.27,ET,clear sky
555,Luba,3.4568,8.5547,71.49,83,90,3.49,GQ,light rain
556,Rockland,41.1668,-74.0496,50.43,71,100,4.63,US,overcast clouds
557,Santa Catalina,9.3337,122.8637,87.37,70,53,2.91,PH,broken clouds
558,Rosario,-32.9468,-60.6393,67.95,72,0,1.14,AR,clear sky
559,Beaverlodge,55.2166,-119.4361,24.15,66,33,4.88,CA,scattered clouds
560,Petatlan,17.5167,-101.2667,74.82,91,76,3.6,MX,broken clouds
561,Los Chiles,11.0333,-84.7167,72.16,98,100,2.89,CR,overcast clouds
562,Key West,24.5557,-81.7826,73.4,69,1,12.66,US,clear sky
563,Henties Bay,-22.116,14.2845,52.86,89,14,11.41,NA,few clouds
564,Kabalo,-6.05,26.9167,68.27,97,92,3.31,CD,overcast clouds
565,Puerto Cabezas,14.0351,-83.3888,74.21,94,98,10.04,NI,overcast clouds
566,Prince Rupert,54.3161,-130.3201,42.49,84,100,21.85,CA,overcast clouds
567,Colares,38.7992,-9.4469,54.9,61,44,5.01,PT,scattered clouds
568,Oranjestad,12.524,-70.027,82.35,78,20,17.27,AW,few clouds
569,Sawang Daen Din,17.4753,103.4575,87.19,64,26,11.54,TH,scattered clouds
570,Yidu,24.1614,115.1328,57.47,45,70,13.78,CN,broken clouds
571,Fairmont,39.4851,-80.1426,44.26,73,0,2.13,US,clear sky
572,Matara,5.9485,80.5353,76.84,87,100,12.03,LK,overcast clouds
573,Chabahar,25.2919,60.643,76.53,50,0,3.96,IR,clear sky
574,Pathein,16.7833,94.7333,84.22,70,9,10.74,MM,clear sky
575,Sacramento,38.4666,-121.3177,54.28,68,1,0.0,US,clear sky
576,Bukama,-9.2,25.85,69.6,68,39,3.98,CD,scattered clouds
577,Chimore,-16.9833,-65.1333,73.33,72,100,2.15,BO,overcast clouds
578,Maragogi,-9.0122,-35.2225,76.55,88,12,6.62,BR,few clouds
579,Hershey,40.2859,-76.6503,47.35,72,1,11.5,US,clear sky
580,Aliwal North,-30.6937,26.7114,61.88,81,90,6.64,ZA,light rain
581,Toora-Khem,52.4675,96.11,18.88,59,72,2.59,RU,broken clouds
582,Berdigestyakh,62.0989,126.6992,18.32,92,100,8.34,RU,overcast clouds
583,Mitsamiouli,-11.3847,43.2844,77.29,65,20,2.3,KM,few clouds
584,Sur,22.5667,59.5289,78.85,52,0,4.03,OM,clear sky
585,Valentin Gomez Farias,28.2167,-106.5833,60.24,37,4,3.29,MX,clear sky
586,Takoradi,4.8845,-1.7554,77.95,88,76,6.71,GH,broken clouds
587,Fukue,32.6881,128.8419,61.16,94,75,12.66,JP,light intensity shower rain
588,Stornoway,58.2093,-6.3865,48.92,81,100,18.41,GB,overcast clouds
589,Northam,51.0333,-4.2167,50.4,88,52,4.59,GB,broken clouds
590,Lovozero,68.005,35.0117,18.37,93,78,9.98,RU,broken clouds
591,General Roca,-39.0333,-67.5833,72.0,27,91,11.21,AR,overcast clouds
592,Arrecife,28.963,-13.5477,68.07,72,0,14.97,ES,clear sky
593,Pontianak,-0.0333,109.3333,84.18,74,40,3.44,ID,scattered clouds
594,Koroni,36.8,21.95,65.07,81,99,3.49,GR,overcast clouds
595,Kutum,14.2,24.6667,66.34,29,5,6.15,SD,clear sky
596,Leningradskiy,69.3833,178.4167,10.62,82,71,10.4,RU,broken clouds
597,Dzhebariki-Khaya,62.2167,135.8,1.0,92,100,4.68,RU,overcast clouds
598,Kadoma,34.7333,135.5833,73.35,57,75,11.5,JP,light rain
599,Laranjeiras Do Sul,-25.4078,-52.4161,61.27,98,4,2.24,BR,clear sky
600,Bereznik,62.8551,42.7072,27.46,89,98,5.5,RU,overcast clouds
601,Vesyegonsk,58.664,37.2604,39.16,97,100,8.75,RU,overcast clouds
602,Yurga,55.7231,84.8861,28.24,78,100,18.5,RU,overcast clouds
603,Faya,18.3851,42.4509,48.72,41,0,1.88,SA,clear sky
604,Rosarito,32.3333,-117.0333,60.4,82,1,3.62,MX,clear sky
605,Arman,59.7,150.1667,22.39,84,100,8.37,RU,overcast clouds
606,El Tigre,8.8875,-64.2454,74.82,84,96,10.45,VE,overcast clouds
607,Pechora,65.1472,57.2244,25.57,92,100,4.74,RU,overcast clouds
608,Rio Gallegos,-51.6226,-69.2181,42.85,61,0,14.97,AR,clear sky
609,Mudgal,16.0167,76.4333,76.21,66,81,9.04,IN,broken clouds
610,Praia,14.9215,-23.5087,75.74,73,40,14.97,CV,scattered clouds
611,Marzuq,14.4,46.4667,64.58,36,0,1.28,YE,clear sky
612,Mae Ramat,16.984,98.5166,75.52,98,99,2.46,TH,overcast clouds
613,Areni,39.7191,45.1799,37.76,52,2,3.36,AM,clear sky
614,Xinxiang,35.3089,113.8672,47.71,29,0,6.24,CN,clear sky
615,Narasannapeta,18.4167,84.05,76.59,61,100,7.34,IN,overcast clouds
616,Belomorsk,64.5232,34.7668,24.58,89,13,5.08,RU,few clouds
617,Port Blair,11.6667,92.75,83.61,78,100,11.45,IN,overcast clouds
618,Tinskoy,56.1525,96.9161,37.98,59,100,16.04,RU,overcast clouds
619,Mangaluru,12.8667,74.8833,77.86,88,40,0.0,IN,mist
620,Soyo,-6.1349,12.3689,77.27,86,98,5.99,AO,overcast clouds
621,Anzio,41.4853,12.6179,63.45,92,25,11.92,IT,scattered clouds
622,Lukang,24.0567,120.4352,85.44,73,77,25.28,TW,broken clouds
623,Azle,32.8951,-97.5459,62.33,66,1,5.99,US,clear sky
624,De-Kastri,51.4667,140.7833,30.47,45,70,4.03,RU,broken clouds
625,Revda,56.801,59.9303,34.61,83,100,11.65,RU,overcast clouds
626,Vanderhoof,54.0166,-124.0198,27.54,89,100,0.63,CA,overcast clouds
627,Atasu,48.6814,71.6433,33.46,24,0,3.8,KZ,clear sky
628,Merrill,45.1805,-89.6835,55.17,91,1,3.44,US,clear sky
629,Hambantota,6.1241,81.1185,80.94,89,20,6.91,LK,few clouds
630,Sandwich,41.6459,-88.6217,56.64,76,1,9.22,US,clear sky
631,Nantucket,41.2835,-70.0995,53.71,77,90,12.66,US,overcast clouds
632,Thunder Bay,48.4001,-89.3168,47.98,93,75,2.3,CA,broken clouds
633,West Wendover,40.7391,-114.0733,43.81,70,100,8.05,US,overcast clouds
634,Roald,62.5833,6.1333,37.54,87,100,11.5,NO,overcast clouds
635,Iralaya,15.0,-83.2333,77.05,87,100,15.79,HN,overcast clouds
636,Isla Vista,34.4133,-119.861,61.68,82,1,3.44,US,haze
637,Karratha,-20.7377,116.8463,81.7,42,14,19.84,AU,few clouds
638,Alcains,39.9164,-7.4566,47.84,74,65,8.12,PT,broken clouds
639,Sao Lourenco Do Oeste,-26.3592,-52.8511,60.1,97,3,2.48,BR,clear sky
640,Nadvoitsy,63.8667,34.3167,27.36,86,62,6.85,RU,broken clouds
641,Erkelenz,51.0833,6.3167,46.51,88,67,1.01,DE,broken clouds
642,Young,-32.6833,-57.6333,55.27,77,43,6.93,UY,scattered clouds
643,Teeli,51.0333,90.2333,19.71,53,0,2.28,RU,clear sky
644,Santa Cruz De La Palma,28.6835,-17.7642,66.34,63,40,6.91,ES,scattered clouds
645,Tarut,26.5733,50.0369,75.18,39,0,7.05,SA,clear sky
646,Puerto Leguizamo,-0.1934,-74.7819,71.02,97,100,3.04,CO,overcast clouds
647,Necochea,-38.5473,-58.7368,53.04,88,58,12.73,AR,broken clouds
648,Bayan,46.0833,127.4,29.46,95,100,14.5,CN,snow
649,Kedgwick,47.6446,-67.3434,33.35,94,36,4.45,CA,scattered clouds
650,Sevsk,52.1491,34.4926,42.46,88,100,13.51,RU,overcast clouds
651,Kostomuksha,64.571,30.5767,22.6,84,6,3.96,RU,clear sky
652,Naze,28.3667,129.4833,74.32,64,100,4.68,JP,overcast clouds
653,Nichinan,31.6,131.3667,72.55,79,96,13.27,JP,overcast clouds
654,Greystones,53.1408,-6.0631,49.8,96,100,9.48,IE,light rain
655,Lipari,38.4674,14.954,68.92,86,100,5.86,IT,overcast clouds
656,Mao,39.8885,4.2658,55.96,88,75,17.27,ES,broken clouds
657,Broome,42.2506,-75.833,44.58,69,0,0.47,US,clear sky
658,Caceres,39.522,-6.3748,44.28,70,3,2.15,ES,clear sky
659,Cap-Aux-Meules,47.3821,-61.8597,46.45,81,1,6.91,CA,clear sky
660,Kiama,-34.6833,150.8667,71.38,81,23,8.57,AU,light rain
661,Wanning,18.8003,110.3967,72.07,87,69,16.11,CN,broken clouds
662,Zapadnaya Dvina,56.259,32.0745,41.58,86,100,12.08,RU,light rain
663,Pinerovka,51.562,43.0689,39.56,90,98,9.53,RU,overcast clouds
664,Sorgun,39.8101,35.186,47.3,74,94,2.55,TR,overcast clouds
665,Kahama,-3.8333,32.6,66.67,42,100,4.09,TZ,overcast clouds
666,Anchorage,61.2181,-149.9003,30.65,91,90,1.01,US,overcast clouds
667,Craig,40.5153,-107.5464,51.53,60,75,3.44,US,broken clouds
668,Porto Nacional,-10.7081,-48.4172,77.0,90,100,2.37,BR,overcast clouds
669,Nordhausen,51.5167,10.8,46.06,96,98,9.44,DE,overcast clouds
670,Namatanai,-3.6667,152.4333,86.29,60,76,12.01,PG,broken clouds
671,Junin,-34.5838,-60.9433,57.97,71,0,5.26,AR,clear sky
672,Trairi,-3.2778,-39.2689,78.51,84,31,6.33,BR,scattered clouds
673,Seymchan,62.8833,152.4333,5.52,84,100,7.11,RU,overcast clouds
674,Sorland,67.667,12.6934,41.2,54,98,14.38,NO,overcast clouds
675,Ciudad Bolivar,8.1222,-63.5497,76.59,87,100,8.79,VE,overcast clouds
676,Tuni,17.35,82.55,78.76,64,61,8.95,IN,broken clouds
677,Tevriz,57.509,72.4042,31.89,92,100,13.71,RU,light snow
678,Kajaani,64.2273,27.7285,23.05,86,0,3.44,FI,clear sky
679,Kuopio,62.8924,27.677,31.95,80,90,9.22,FI,overcast clouds
680,Khalkhal,37.6189,48.5258,34.57,32,0,0.49,IR,clear sky
681,Baghdad,33.3406,44.4009,65.17,21,0,7.81,IQ,clear sky
682,Hede,33.7681,120.2517,42.84,44,3,16.55,CN,clear sky
683,Saint-Pierre,-21.3393,55.4781,80.56,65,0,4.61,RE,clear sky
684,Menongue,-14.6585,17.691,62.83,78,100,0.65,AO,overcast clouds
685,Sohbatpur,28.5202,68.5434,81.82,20,0,3.02,PK,clear sky
686,Los Andes,-32.8337,-70.5983,64.58,51,0,1.54,CL,clear sky
687,Ixtapa,20.7,-105.2,73.36,93,30,2.39,MX,scattered clouds
688,Tahta,26.7693,31.5021,62.71,41,0,4.7,EG,clear sky
689,Svencioneliai,55.1667,26.0,41.18,82,100,15.66,LT,overcast clouds
690,Sistranda,63.7256,8.834,34.9,71,100,10.96,NO,overcast clouds
691,Kieta,-6.2167,155.6333,85.95,56,22,5.28,PG,few clouds
692,Anahuac,27.2333,-100.15,65.71,70,23,9.62,MX,few clouds
693,Ponto Novo,-10.8628,-40.1336,72.79,90,100,3.98,BR,moderate rain
694,Bilma,18.6853,12.9164,72.1,19,30,4.79,NE,scattered clouds
695,Abakaliki,6.3163,8.1169,75.09,95,96,5.14,NG,overcast clouds
696,Nagua,19.3832,-69.8474,73.78,85,37,4.74,DO,scattered clouds
697,Lucea,18.451,-78.1736,76.86,82,31,10.38,JM,scattered clouds
698,Svetlogorsk,52.6333,29.7333,43.5,89,100,12.48,BY,overcast clouds
699,Synya,65.3718,58.0387,22.78,95,100,3.24,RU,overcast clouds
700,Blagoyevo,63.3667,47.9167,24.64,96,84,3.98,RU,broken clouds
701,Hilton Head Island,32.2163,-80.7526,55.98,75,1,9.22,US,drizzle
702,Nauta,-4.5061,-73.5757,72.41,89,100,2.42,PE,overcast clouds
703,Olafsvik,64.8945,-23.7142,37.15,98,100,27.81,IS,moderate rain
704,Killybegs,54.6333,-8.45,54.45,94,100,9.51,IE,overcast clouds
705,Belyy Yar,53.6039,91.3903,40.89,52,0,13.42,RU,clear sky
706,Carballo,43.213,-8.691,53.76,89,100,2.89,ES,overcast clouds
707,Atlantic City,39.3643,-74.4229,48.02,66,100,15.55,US,overcast clouds
708,Ambulu,-8.345,113.6058,87.4,64,100,4.09,ID,overcast clouds
709,Abrau-Dyurso,44.69,37.59,51.26,86,100,9.57,RU,overcast clouds
710,Yangjiang,21.85,111.9667,70.14,57,42,13.62,CN,scattered clouds
711,Pochutla,15.7432,-96.4661,77.83,82,68,3.62,MX,broken clouds
712,Sinnamary,5.3833,-52.95,78.69,87,100,10.2,GF,overcast clouds
713,Mecca,21.4267,39.8261,77.63,58,0,3.09,SA,clear sky
714,Anadyr,64.75,177.4833,12.7,100,40,6.71,RU,fog
715,Payo,-3.7508,103.6372,76.19,95,100,1.41,ID,overcast clouds
716,Lakselv,70.0513,24.9718,30.74,93,75,10.36,NO,light snow
717,Bocaiuva,-17.1078,-43.815,73.11,91,77,3.09,BR,light rain
718,Ximei,24.9639,118.3794,69.53,69,100,6.98,CN,overcast clouds
